,Training Loss,Validation Loss,Validation Accuracy,Test Accuracy
0,0.00030839990358799696,0.13775429129600525,0.9623016119003296,0.9685863852500916
1,0.0002532619109842926,0.18018600344657898,0.944337785243988,0.9476439952850342
2,0.00035432801814749837,0.10856296122074127,0.9722772240638733,0.9502617716789246
